Freq	Amp
25.358986	59.466456
25.378985	8.997312
25.398984	16.637086
25.418983	13.060163
25.438982	11.448241
25.458982	10.939383
25.478981	10.893971
25.498980	11.054208
25.518979	11.096874
25.538978	13.207283
25.558978	14.301167
25.578977	19.464152
25.598976	19.427385
25.618975	56.299277
25.638974	59.206212
25.658974	70.434808
25.678973	22.572658
25.698972	12.408357
25.718971	7.718808
25.738970	4.959900
25.758970	3.017215
25.778969	1.410345
25.798968	2.517714
25.818967	2.204350
25.838966	6.735038
25.858966	5.275767
25.878965	23.570842
25.898964	35.626712
25.918963	60.689699
25.938962	44.753458
25.958962	15.364753
25.978961	9.971641
25.998960	7.669721
26.018959	6.491762
26.038958	5.862431
26.058958	5.520096
26.078957	5.534595
26.098956	6.776218
26.118955	6.401920
26.138954	9.956096
26.158954	13.465089
26.178953	32.899078
26.198952	48.714100
26.218951	158.829968
26.238950	13.284656
26.258950	7.131070
26.278949	4.723763
26.298948	3.506404
26.318947	3.041003
26.338946	3.150622
26.358946	2.775119
26.378945	2.239455
26.398944	8.021046
26.418943	12.245578
26.438942	15.133371
26.458942	5.727083
26.478941	48.049954
26.498940	69.206025
26.518939	55.114536
26.538938	22.421892
26.558938	14.853764
26.578937	11.440506
26.598936	9.643789
26.618935	8.429811
26.638934	7.881554
26.658934	7.332121
26.678933	8.302545
26.698932	6.707425
26.718931	6.292094
26.738930	12.968364
26.758930	32.712788
26.778929	42.390918
26.798928	116.434453
26.818927	1.070355
26.838926	1.106611
26.858926	0.883493
26.878925	0.645068
26.898924	0.581574
26.918923	0.384182
26.938922	0.209195
26.958922	0.492094
26.978921	0.933474
26.998920	3.677936
27.018919	6.967063
27.038918	7.332415
27.058918	5.731581
27.078917	47.482263
27.098916	65.011206
27.118915	10.828984
27.138914	7.174611
27.158914	5.834833
27.178913	5.149714
27.198912	4.944960
27.218911	4.742518
27.238910	5.186090
27.258910	5.350211
27.278909	6.136569
27.298908	3.982817
27.318907	12.278832
27.338906	3.054804
27.358906	10.744903
27.378905	112.315345
27.398904	20.226945
27.418903	9.330409
27.438902	5.520882
27.458902	4.027223
27.478901	3.337689
27.498900	3.127946
27.518899	3.213625
27.538898	3.060331
27.558898	3.367180
27.578897	4.374275
27.598896	1.889014
27.618895	7.371747
27.638894	14.977364
27.658894	68.364301
27.678893	81.447955
27.698892	44.479601
27.718891	15.519866
27.738890	8.838202
27.758890	5.848130
27.778889	4.327594
27.798888	3.578240
27.818887	3.357907
27.838886	3.793890
27.858886	5.562714
27.878885	3.894575
